rule,book,date,baseline_pnl,vix_prior,next_ret
loss<-2000_stand1d,combined,2022-06-10,-1248.0,26.09,-3.88
loss<-2000_stand1d,combined,2022-06-29,472.0,28.36,-0.88
loss<-2000_stand1d,combined,2022-09-06,53.0,25.47,1.83
loss<-2000_stand1d,combined,2022-10-14,-2615.0,31.94,2.65
loss<-2000_stand1d,combined,2022-10-24,607.0,29.69,1.63
loss<-2000_stand1d,combined,2022-11-03,1764.0,25.86,1.36
loss<-2000_stand1d,combined,2022-12-01,-503.0,20.58,-0.12
loss<-2000_stand1d,combined,2022-12-06,-997.0,20.75,-0.19
loss<-2000_stand1d,combined,2023-02-02,416.0,17.87,-1.04
loss<-2000_stand1d,combined,2023-02-10,532.0,20.71,1.14
loss<-2000_stand1d,combined,2023-03-10,-2656.0,22.61,-0.15
loss<-2000_stand1d,combined,2023-03-17,2025.0,22.99,0.89
loss<-2000_stand1d,combined,2023-05-03,1174.0,17.78,-0.72
loss<-2000_stand1d,combined,2023-08-25,-461.0,17.2,0.63
loss<-2000_stand1d,combined,2023-09-07,1424.0,14.45,0.14
loss<-2000_stand1d,combined,2023-09-18,451.0,13.79,-0.22
loss<-2000_stand1d,combined,2023-10-13,336.0,16.69,1.06
loss<-2000_stand1d,combined,2023-12-14,46.0,12.19,-0.01
loss<-2000_stand1d,combined,2023-12-21,-195.0,13.67,0.17
loss<-2000_stand1d,combined,2024-03-06,826.0,14.46,1.03
loss<-2000_stand1d,combined,2024-04-05,-323.0,16.35,-0.04
loss<-2000_stand1d,combined,2024-04-10,-254.0,14.98,0.74
loss<-2000_stand1d,combined,2024-05-01,-1562.0,15.65,0.91
loss<-2000_stand1d,combined,2024-06-03,-3329.0,12.92,0.15
loss<-2000_stand1d,combined,2024-07-12,-555.0,12.92,0.28
loss<-2000_stand1d,combined,2024-07-19,782.0,15.93,1.08
loss<-2000_stand1d,combined,2024-07-31,1076.0,17.69,-1.37
loss<-2000_stand1d,combined,2024-08-02,0.0,18.59,-3.0
loss<-2000_stand1d,combined,2024-08-06,1919.0,38.57,-0.77
loss<-2000_stand1d,combined,2024-08-23,-311.0,17.55,-0.32
loss<-2000_stand1d,combined,2024-09-12,201.0,17.69,0.54
loss<-2000_stand1d,combined,2024-10-02,282.0,19.26,-0.17
loss<-2000_stand1d,combined,2024-12-19,-346.0,27.62,1.09
loss<-2000_stand1d,combined,2024-12-23,198.0,18.36,1.1
loss<-2000_stand1d,combined,2025-02-24,-286.0,18.21,-0.47
loss<-2000_stand1d,combined,2025-02-28,-3021.0,21.13,-1.76
loss<-2000_stand1d,combined,2025-03-04,-1267.0,22.78,1.12
loss<-2000_stand1d,combined,2025-03-27,-907.0,18.33,-1.97
loss<-2000_stand1d,combined,2025-04-08,-5178.0,46.98,9.52
loss<-2000_stand1d,combined,2025-04-10,-1363.0,33.62,1.81
loss<-2000_stand1d,combined,2025-04-17,-381.0,32.64,-2.36
loss<-2000_stand1d,combined,2025-09-08,-151.0,15.18,0.27
loss<-2000_stand1d,combined,2025-10-13,-819.0,21.66,-0.16
loss<-2000_stand1d,combined,2025-11-14,-347.0,20.0,-0.92
loss<-2000_stand1d,combined,2025-11-21,-296.0,26.42,1.55
loss<-2000_stand1d,combined,2025-12-15,-644.0,15.74,-0.24
loss<-2000_stand1d,combined,2026-01-30,967.0,16.88,0.54
loss<-2000_stand1d,combined,2026-02-04,-852.0,18.0,-1.23
loss<-2000_stand1d,combined,2026-02-13,-551.0,20.82,0.1
loss<-2000_stand1d,combined,2026-03-10,-1021.0,25.5,-0.08
loss<-2000_stand1d,combined,2026-03-23,-754.0,26.78,-0.37
loss<-2000_stand1d,combined,2026-04-01,-131.0,25.25,0.11
loss<-2000_stand1d,combined,2026-06-08,651.0,21.51,-0.26
loss<-2000_stand1d,combined,2026-06-10,1331.0,19.87,1.75
loss<-2000_stand1d,combined,2026-06-12,1297.0,19.44,1.65
loss<-2000_stand1d,combined,2026-06-18,2304.0,18.44,-0.37
loss<-2000_stand1d,combined,2026-07-30,-414.0,20.66,0.7
loss<-2000_stand2d,combined,2022-05-23,982.0,29.43,-0.81
loss<-2000_stand2d,combined,2022-05-24,-1124.0,28.48,0.95
loss<-2000_stand2d,combined,2022-06-10,-1248.0,26.09,-3.88
loss<-2000_stand2d,combined,2022-06-13,-1643.0,27.75,-0.38
loss<-2000_stand2d,combined,2022-06-29,472.0,28.36,-0.88
loss<-2000_stand2d,combined,2022-06-30,434.0,28.16,1.06
loss<-2000_stand2d,combined,2022-09-06,53.0,25.47,1.83
loss<-2000_stand2d,combined,2022-09-07,-1240.0,26.91,0.66
loss<-2000_stand2d,combined,2022-10-14,-2615.0,31.94,2.65
loss<-2000_stand2d,combined,2022-10-17,-1109.0,32.02,1.14
loss<-2000_stand2d,combined,2022-10-24,607.0,29.69,1.63
loss<-2000_stand2d,combined,2022-10-25,1779.0,29.85,-0.74
loss<-2000_stand2d,combined,2022-11-03,1764.0,25.86,1.36
loss<-2000_stand2d,combined,2022-11-04,-1065.0,25.3,0.96
loss<-2000_stand2d,combined,2022-12-01,-503.0,20.58,-0.12
loss<-2000_stand2d,combined,2022-12-02,1544.0,19.84,-1.79
loss<-2000_stand2d,combined,2022-12-06,-997.0,20.75,-0.19
loss<-2000_stand2d,combined,2022-12-07,-661.0,22.17,0.75
loss<-2000_stand2d,combined,2023-02-02,416.0,17.87,-1.04
loss<-2000_stand2d,combined,2023-02-03,1131.0,18.73,-0.61
loss<-2000_stand2d,combined,2023-02-10,532.0,20.71,1.14
loss<-2000_stand2d,combined,2023-02-13,1559.0,20.53,-0.03
loss<-2000_stand2d,combined,2023-03-10,-2656.0,22.61,-0.15
loss<-2000_stand2d,combined,2023-03-13,-767.0,24.8,1.65
loss<-2000_stand2d,combined,2023-03-17,2025.0,22.99,0.89
loss<-2000_stand2d,combined,2023-03-20,1187.0,25.51,1.3
loss<-2000_stand2d,combined,2023-05-03,1174.0,17.78,-0.72
loss<-2000_stand2d,combined,2023-05-04,681.0,18.34,1.85
loss<-2000_stand2d,combined,2023-08-25,-461.0,17.2,0.63
loss<-2000_stand2d,combined,2023-08-28,-99.0,15.68,1.45
loss<-2000_stand2d,combined,2023-09-07,1424.0,14.45,0.14
loss<-2000_stand2d,combined,2023-09-08,389.0,14.4,0.67
loss<-2000_stand2d,combined,2023-09-18,451.0,13.79,-0.22
loss<-2000_stand2d,combined,2023-09-19,547.0,14.0,-0.94
loss<-2000_stand2d,combined,2023-10-13,336.0,16.69,1.06
loss<-2000_stand2d,combined,2023-10-16,-91.0,19.32,-0.01
loss<-2000_stand2d,combined,2023-12-14,46.0,12.19,-0.01
loss<-2000_stand2d,combined,2023-12-15,-156.0,12.48,0.45
loss<-2000_stand2d,combined,2023-12-21,-195.0,13.67,0.17
loss<-2000_stand2d,combined,2023-12-22,209.0,13.65,0.42
loss<-2000_stand2d,combined,2024-03-06,826.0,14.46,1.03
loss<-2000_stand2d,combined,2024-03-07,-131.0,14.5,-0.65
loss<-2000_stand2d,combined,2024-04-05,-323.0,16.35,-0.04
loss<-2000_stand2d,combined,2024-04-08,-507.0,16.03,0.14
loss<-2000_stand2d,combined,2024-04-10,-254.0,14.98,0.74
loss<-2000_stand2d,combined,2024-04-11,118.0,15.8,-1.46
loss<-2000_stand2d,combined,2024-05-01,-1562.0,15.65,0.91
loss<-2000_stand2d,combined,2024-05-02,381.0,15.39,1.26
loss<-2000_stand2d,combined,2024-06-03,-3329.0,12.92,0.15
loss<-2000_stand2d,combined,2024-06-04,-931.0,13.11,1.18
loss<-2000_stand2d,combined,2024-07-12,-555.0,12.92,0.28
loss<-2000_stand2d,combined,2024-07-15,-792.0,12.46,0.64
loss<-2000_stand2d,combined,2024-07-19,782.0,15.93,1.08
loss<-2000_stand2d,combined,2024-07-22,-992.0,16.52,-0.16
loss<-2000_stand2d,combined,2024-07-31,1076.0,17.69,-1.37
loss<-2000_stand2d,combined,2024-08-01,-4951.0,16.36,-1.84
loss<-2000_stand2d,combined,2024-08-06,1919.0,38.57,-0.77
loss<-2000_stand2d,combined,2024-08-07,-739.0,27.71,2.3
loss<-2000_stand2d,combined,2024-08-23,-311.0,17.55,-0.32
loss<-2000_stand2d,combined,2024-08-26,206.0,15.86,0.16
loss<-2000_stand2d,combined,2024-09-12,201.0,17.69,0.54
loss<-2000_stand2d,combined,2024-09-13,1430.0,17.07,0.13
loss<-2000_stand2d,combined,2024-10-02,282.0,19.26,-0.17
loss<-2000_stand2d,combined,2024-10-03,1244.0,18.9,0.9
loss<-2000_stand2d,combined,2024-12-19,-346.0,27.62,1.09
loss<-2000_stand2d,combined,2024-12-20,-2498.0,24.09,0.73
loss<-2000_stand2d,combined,2025-02-24,-286.0,18.21,-0.47
loss<-2000_stand2d,combined,2025-02-25,511.0,18.98,0.01
loss<-2000_stand2d,combined,2025-02-28,-3021.0,21.13,-1.76
loss<-2000_stand2d,combined,2025-03-03,-5763.0,19.63,-1.22
loss<-2000_stand2d,combined,2025-03-27,-907.0,18.33,-1.97
loss<-2000_stand2d,combined,2025-03-28,-1552.0,18.69,0.55
loss<-2000_stand2d,combined,2025-04-08,-5178.0,46.98,9.52
loss<-2000_stand2d,combined,2025-04-09,-5389.0,52.33,-3.46
loss<-2000_stand2d,combined,2025-04-17,-381.0,32.64,-2.36
loss<-2000_stand2d,combined,2025-04-21,-330.0,29.65,2.51
loss<-2000_stand2d,combined,2025-09-08,-151.0,15.18,0.27
loss<-2000_stand2d,combined,2025-09-09,-1199.0,15.11,0.3
loss<-2000_stand2d,combined,2025-10-13,-819.0,21.66,-0.16
loss<-2000_stand2d,combined,2025-10-14,-847.0,19.03,0.4
loss<-2000_stand2d,combined,2025-11-14,-347.0,20.0,-0.92
loss<-2000_stand2d,combined,2025-11-17,-1075.0,19.83,-0.83
loss<-2000_stand2d,combined,2025-11-21,-296.0,26.42,1.55
loss<-2000_stand2d,combined,2025-11-24,242.0,23.43,0.91
loss<-2000_stand2d,combined,2025-12-15,-644.0,15.74,-0.24
loss<-2000_stand2d,combined,2025-12-16,1760.0,16.5,-1.16
loss<-2000_stand2d,combined,2026-01-30,967.0,16.88,0.54
loss<-2000_stand2d,combined,2026-02-02,1054.0,17.44,-0.84
loss<-2000_stand2d,combined,2026-02-04,-852.0,18.0,-1.23
loss<-2000_stand2d,combined,2026-02-05,171.0,18.64,1.97
loss<-2000_stand2d,combined,2026-02-13,-551.0,20.82,0.1
loss<-2000_stand2d,combined,2026-02-17,-971.0,20.6,0.56
loss<-2000_stand2d,combined,2026-03-10,-1021.0,25.5,-0.08
loss<-2000_stand2d,combined,2026-03-11,522.0,24.93,-1.52
loss<-2000_stand2d,combined,2026-03-23,-754.0,26.78,-0.37
loss<-2000_stand2d,combined,2026-03-24,306.0,26.15,0.54
loss<-2000_stand2d,combined,2026-04-01,-131.0,25.25,0.11
loss<-2000_stand2d,combined,2026-04-02,625.0,24.54,0.44
loss<-2000_stand2d,combined,2026-06-08,651.0,21.51,-0.26
loss<-2000_stand2d,combined,2026-06-09,-3588.0,18.92,-1.62
loss<-2000_stand2d,combined,2026-06-12,1297.0,19.44,1.65
loss<-2000_stand2d,combined,2026-06-15,-779.0,17.68,-0.57
loss<-2000_stand2d,combined,2026-06-18,2304.0,18.44,-0.37
loss<-2000_stand2d,combined,2026-06-22,-466.0,16.4,-1.44
loss<-2000_stand2d,combined,2026-07-30,-414.0,20.66,0.7
loss<-2000_stand2d,combined,2026-07-31,-1079.0,17.09,1.48
loss<-2000_stand3d,combined,2022-05-23,982.0,29.43,-0.81
loss<-2000_stand3d,combined,2022-05-24,-1124.0,28.48,0.95
loss<-2000_stand3d,combined,2022-05-25,1131.0,29.45,1.99
loss<-2000_stand3d,combined,2022-06-10,-1248.0,26.09,-3.88
loss<-2000_stand3d,combined,2022-06-13,-1643.0,27.75,-0.38
loss<-2000_stand3d,combined,2022-06-14,1002.0,34.02,1.46
loss<-2000_stand3d,combined,2022-06-29,472.0,28.36,-0.88
loss<-2000_stand3d,combined,2022-06-30,434.0,28.16,1.06
loss<-2000_stand3d,combined,2022-07-01,-1147.0,28.71,0.16
loss<-2000_stand3d,combined,2022-09-06,53.0,25.47,1.83
loss<-2000_stand3d,combined,2022-09-07,-1240.0,26.91,0.66
loss<-2000_stand3d,combined,2022-09-08,86.0,24.64,1.53
loss<-2000_stand3d,combined,2022-10-14,-2615.0,31.94,2.65
loss<-2000_stand3d,combined,2022-10-17,-1109.0,32.02,1.14
loss<-2000_stand3d,combined,2022-10-18,1724.0,31.37,-0.67
loss<-2000_stand3d,combined,2022-10-24,607.0,29.69,1.63
loss<-2000_stand3d,combined,2022-10-25,1779.0,29.85,-0.74
loss<-2000_stand3d,combined,2022-10-26,-581.0,28.46,-0.61
loss<-2000_stand3d,combined,2022-11-03,1764.0,25.86,1.36
loss<-2000_stand3d,combined,2022-11-04,-1065.0,25.3,0.96
loss<-2000_stand3d,combined,2022-11-07,1097.0,24.55,0.56
loss<-2000_stand3d,combined,2022-12-01,-503.0,20.58,-0.12
loss<-2000_stand3d,combined,2022-12-02,1544.0,19.84,-1.79
loss<-2000_stand3d,combined,2022-12-05,-2710.0,19.06,-1.44
loss<-2000_stand3d,combined,2023-02-02,416.0,17.87,-1.04
loss<-2000_stand3d,combined,2023-02-03,1131.0,18.73,-0.61
loss<-2000_stand3d,combined,2023-02-06,131.0,18.33,1.29
loss<-2000_stand3d,combined,2023-02-10,532.0,20.71,1.14
loss<-2000_stand3d,combined,2023-02-13,1559.0,20.53,-0.03
loss<-2000_stand3d,combined,2023-02-14,-1189.0,20.34,0.28
loss<-2000_stand3d,combined,2023-03-10,-2656.0,22.61,-0.15
loss<-2000_stand3d,combined,2023-03-13,-767.0,24.8,1.65
loss<-2000_stand3d,combined,2023-03-14,-277.0,26.52,-0.7
loss<-2000_stand3d,combined,2023-03-17,2025.0,22.99,0.89
loss<-2000_stand3d,combined,2023-03-20,1187.0,25.51,1.3
loss<-2000_stand3d,combined,2023-03-21,284.0,24.15,-1.65
loss<-2000_stand3d,combined,2023-05-03,1174.0,17.78,-0.72
loss<-2000_stand3d,combined,2023-05-04,681.0,18.34,1.85
loss<-2000_stand3d,combined,2023-05-05,-625.0,20.09,0.05
loss<-2000_stand3d,combined,2023-08-25,-461.0,17.2,0.63
loss<-2000_stand3d,combined,2023-08-28,-99.0,15.68,1.45
loss<-2000_stand3d,combined,2023-08-29,-1248.0,15.08,0.38
loss<-2000_stand3d,combined,2023-09-07,1424.0,14.45,0.14
loss<-2000_stand3d,combined,2023-09-08,389.0,14.4,0.67
loss<-2000_stand3d,combined,2023-09-11,551.0,13.84,-0.57
loss<-2000_stand3d,combined,2023-09-18,451.0,13.79,-0.22
loss<-2000_stand3d,combined,2023-09-19,547.0,14.0,-0.94
loss<-2000_stand3d,combined,2023-09-20,-1647.0,14.11,-1.64
loss<-2000_stand3d,combined,2023-10-13,336.0,16.69,1.06
loss<-2000_stand3d,combined,2023-10-16,-91.0,19.32,-0.01
loss<-2000_stand3d,combined,2023-10-17,-109.0,17.21,-1.34
loss<-2000_stand3d,combined,2023-12-14,46.0,12.19,-0.01
loss<-2000_stand3d,combined,2023-12-15,-156.0,12.48,0.45
loss<-2000_stand3d,combined,2023-12-18,9.0,12.28,0.59
loss<-2000_stand3d,combined,2023-12-21,-195.0,13.67,0.17
loss<-2000_stand3d,combined,2023-12-22,209.0,13.65,0.42
loss<-2000_stand3d,combined,2023-12-26,697.0,13.03,0.14
loss<-2000_stand3d,combined,2024-03-06,826.0,14.46,1.03
loss<-2000_stand3d,combined,2024-03-07,-131.0,14.5,-0.65
loss<-2000_stand3d,combined,2024-03-08,496.0,14.44,-0.11
loss<-2000_stand3d,combined,2024-04-05,-323.0,16.35,-0.04
loss<-2000_stand3d,combined,2024-04-08,-507.0,16.03,0.14
loss<-2000_stand3d,combined,2024-04-09,-2457.0,15.19,-0.95
loss<-2000_stand3d,combined,2024-05-01,-1562.0,15.65,0.91
loss<-2000_stand3d,combined,2024-05-02,381.0,15.39,1.26
loss<-2000_stand3d,combined,2024-05-03,473.0,14.68,1.03
loss<-2000_stand3d,combined,2024-06-03,-3329.0,12.92,0.15
loss<-2000_stand3d,combined,2024-06-04,-931.0,13.11,1.18
loss<-2000_stand3d,combined,2024-06-05,-382.0,13.16,-0.02
loss<-2000_stand3d,combined,2024-07-12,-555.0,12.92,0.28
loss<-2000_stand3d,combined,2024-07-15,-792.0,12.46,0.64
loss<-2000_stand3d,combined,2024-07-16,141.0,13.12,-1.39
loss<-2000_stand3d,combined,2024-07-19,782.0,15.93,1.08
loss<-2000_stand3d,combined,2024-07-22,-992.0,16.52,-0.16
loss<-2000_stand3d,combined,2024-07-23,-497.0,14.91,-2.31
loss<-2000_stand3d,combined,2024-07-31,1076.0,17.69,-1.37
loss<-2000_stand3d,combined,2024-08-01,-4951.0,16.36,-1.84
loss<-2000_stand3d,combined,2024-08-02,0.0,18.59,-3.0
loss<-2000_stand3d,combined,2024-08-06,1919.0,38.57,-0.77
loss<-2000_stand3d,combined,2024-08-07,-739.0,27.71,2.3
loss<-2000_stand3d,combined,2024-08-08,-292.0,27.85,0.47
loss<-2000_stand3d,combined,2024-08-23,-311.0,17.55,-0.32
loss<-2000_stand3d,combined,2024-08-26,206.0,15.86,0.16
loss<-2000_stand3d,combined,2024-08-27,61.0,16.15,-0.6
loss<-2000_stand3d,combined,2024-09-12,201.0,17.69,0.54
loss<-2000_stand3d,combined,2024-09-13,1430.0,17.07,0.13
loss<-2000_stand3d,combined,2024-09-16,-302.0,16.56,0.03
loss<-2000_stand3d,combined,2024-10-02,282.0,19.26,-0.17
loss<-2000_stand3d,combined,2024-10-03,1244.0,18.9,0.9
loss<-2000_stand3d,combined,2024-10-04,6.0,20.49,-0.96
loss<-2000_stand3d,combined,2024-12-19,-346.0,27.62,1.09
loss<-2000_stand3d,combined,2024-12-20,-2498.0,24.09,0.73
loss<-2000_stand3d,combined,2024-12-23,198.0,18.36,1.1
loss<-2000_stand3d,combined,2025-02-24,-286.0,18.21,-0.47
loss<-2000_stand3d,combined,2025-02-25,511.0,18.98,0.01
loss<-2000_stand3d,combined,2025-02-26,-1002.0,19.43,-1.59
loss<-2000_stand3d,combined,2025-02-28,-3021.0,21.13,-1.76
loss<-2000_stand3d,combined,2025-03-03,-5763.0,19.63,-1.22
loss<-2000_stand3d,combined,2025-03-04,-1267.0,22.78,1.12
loss<-2000_stand3d,combined,2025-03-27,-907.0,18.33,-1.97
loss<-2000_stand3d,combined,2025-03-28,-1552.0,18.69,0.55
loss<-2000_stand3d,combined,2025-03-31,-1280.0,21.65,0.38
loss<-2000_stand3d,combined,2025-04-08,-5178.0,46.98,9.52
loss<-2000_stand3d,combined,2025-04-09,-5389.0,52.33,-3.46
loss<-2000_stand3d,combined,2025-04-10,-1363.0,33.62,1.81
loss<-2000_stand3d,combined,2025-04-17,-381.0,32.64,-2.36
loss<-2000_stand3d,combined,2025-04-21,-330.0,29.65,2.51
loss<-2000_stand3d,combined,2025-04-22,-226.0,33.82,1.67
loss<-2000_stand3d,combined,2025-09-08,-151.0,15.18,0.27
loss<-2000_stand3d,combined,2025-09-09,-1199.0,15.11,0.3
loss<-2000_stand3d,combined,2025-09-10,-291.0,15.04,0.85
loss<-2000_stand3d,combined,2025-10-13,-819.0,21.66,-0.16
loss<-2000_stand3d,combined,2025-10-14,-847.0,19.03,0.4
loss<-2000_stand3d,combined,2025-10-15,-1384.0,20.81,-0.63
loss<-2000_stand3d,combined,2025-11-14,-347.0,20.0,-0.92
loss<-2000_stand3d,combined,2025-11-17,-1075.0,19.83,-0.83
loss<-2000_stand3d,combined,2025-11-18,2182.0,22.38,0.38
loss<-2000_stand3d,combined,2025-11-21,-296.0,26.42,1.55
loss<-2000_stand3d,combined,2025-11-24,242.0,23.43,0.91
loss<-2000_stand3d,combined,2025-11-25,-238.0,20.52,0.69
loss<-2000_stand3d,combined,2025-12-15,-644.0,15.74,-0.24
loss<-2000_stand3d,combined,2025-12-16,1760.0,16.5,-1.16
loss<-2000_stand3d,combined,2025-12-17,-1403.0,16.48,0.79
loss<-2000_stand3d,combined,2026-01-30,967.0,16.88,0.54
loss<-2000_stand3d,combined,2026-02-02,1054.0,17.44,-0.84
loss<-2000_stand3d,combined,2026-02-03,-3025.0,16.34,-0.51
loss<-2000_stand3d,combined,2026-02-13,-551.0,20.82,0.1
loss<-2000_stand3d,combined,2026-02-17,-971.0,20.6,0.56
loss<-2000_stand3d,combined,2026-02-18,846.0,20.29,-0.28
loss<-2000_stand3d,combined,2026-03-10,-1021.0,25.5,-0.08
loss<-2000_stand3d,combined,2026-03-11,522.0,24.93,-1.52
loss<-2000_stand3d,combined,2026-03-12,1599.0,24.23,-0.61
loss<-2000_stand3d,combined,2026-03-23,-754.0,26.78,-0.37
loss<-2000_stand3d,combined,2026-03-24,306.0,26.15,0.54
loss<-2000_stand3d,combined,2026-03-25,-74.0,26.95,-1.74
loss<-2000_stand3d,combined,2026-04-01,-131.0,25.25,0.11
loss<-2000_stand3d,combined,2026-04-02,625.0,24.54,0.44
loss<-2000_stand3d,combined,2026-04-06,692.0,23.87,0.08
loss<-2000_stand3d,combined,2026-06-08,651.0,21.51,-0.26
loss<-2000_stand3d,combined,2026-06-09,-3588.0,18.92,-1.62
loss<-2000_stand3d,combined,2026-06-10,1331.0,19.87,1.75
loss<-2000_stand3d,combined,2026-06-12,1297.0,19.44,1.65
loss<-2000_stand3d,combined,2026-06-15,-779.0,17.68,-0.57
loss<-2000_stand3d,combined,2026-06-16,-64.0,16.2,-1.21
loss<-2000_stand3d,combined,2026-06-18,2304.0,18.44,-0.37
loss<-2000_stand3d,combined,2026-06-22,-466.0,16.4,-1.44
loss<-2000_stand3d,combined,2026-06-23,-179.0,17.28,-0.1
loss<-2000_stand3d,combined,2026-07-30,-414.0,20.66,0.7
loss<-2000_stand3d,combined,2026-07-31,-1079.0,17.09,1.48
loss<-2000_stand3d,combined,2026-08-03,-1240.0,15.99,1.79
vixprior>25_standdown,combined,2022-05-16,-94.0,28.87,2.02
vixprior>25_standdown,combined,2022-05-17,-425.0,27.47,-4.04
vixprior>25_standdown,combined,2022-05-18,-965.0,26.1,-0.58
vixprior>25_standdown,combined,2022-05-19,-1118.0,30.96,0.01
vixprior>25_standdown,combined,2022-05-20,-4546.0,29.35,1.86
vixprior>25_standdown,combined,2022-05-23,982.0,29.43,-0.81
vixprior>25_standdown,combined,2022-05-24,-1124.0,28.48,0.95
vixprior>25_standdown,combined,2022-05-25,1131.0,29.45,1.99
vixprior>25_standdown,combined,2022-05-26,-428.0,28.37,2.47
vixprior>25_standdown,combined,2022-05-27,-1288.0,27.5,-0.63
vixprior>25_standdown,combined,2022-05-31,284.0,25.72,-0.75
vixprior>25_standdown,combined,2022-06-01,-24.0,26.19,1.84
vixprior>25_standdown,combined,2022-06-02,-1887.0,25.69,-1.63
vixprior>25_standdown,combined,2022-06-07,-1805.0,25.07,-1.08
vixprior>25_standdown,combined,2022-06-10,-1248.0,26.09,-3.88
vixprior>25_standdown,combined,2022-06-13,-1643.0,27.75,-0.38
vixprior>25_standdown,combined,2022-06-14,1002.0,34.02,1.46
vixprior>25_standdown,combined,2022-06-15,274.0,32.69,-3.25
vixprior>25_standdown,combined,2022-06-16,-1543.0,29.62,0.22
vixprior>25_standdown,combined,2022-06-17,-481.0,32.95,2.45
vixprior>25_standdown,combined,2022-06-21,-294.0,31.13,-0.13
vixprior>25_standdown,combined,2022-06-22,-636.0,30.19,0.95
vixprior>25_standdown,combined,2022-06-23,-484.0,28.95,3.06
vixprior>25_standdown,combined,2022-06-24,-735.0,29.05,-0.3
vixprior>25_standdown,combined,2022-06-27,-726.0,27.23,-2.01
vixprior>25_standdown,combined,2022-06-28,-2398.0,26.95,-0.07
vixprior>25_standdown,combined,2022-06-29,472.0,28.36,-0.88
vixprior>25_standdown,combined,2022-06-30,434.0,28.16,1.06
vixprior>25_standdown,combined,2022-07-01,-1147.0,28.71,0.16
vixprior>25_standdown,combined,2022-07-05,-275.0,26.7,0.36
vixprior>25_standdown,combined,2022-07-06,289.0,27.54,1.5
vixprior>25_standdown,combined,2022-07-07,1027.0,26.73,-0.08
vixprior>25_standdown,combined,2022-07-08,912.0,26.08,-1.15
vixprior>25_standdown,combined,2022-07-12,-1151.0,26.17,-0.45
vixprior>25_standdown,combined,2022-07-13,-447.0,27.29,-0.3
vixprior>25_standdown,combined,2022-07-14,549.0,26.82,1.92
vixprior>25_standdown,combined,2022-07-15,484.0,26.4,-0.84
vixprior>25_standdown,combined,2022-07-19,-1205.0,25.3,0.59
vixprior>25_standdown,combined,2022-08-29,781.0,25.56,-1.1
vixprior>25_standdown,combined,2022-08-30,-916.0,26.21,-0.78
vixprior>25_standdown,combined,2022-08-31,387.0,26.21,0.3
vixprior>25_standdown,combined,2022-09-01,-588.0,25.87,-1.07
vixprior>25_standdown,combined,2022-09-02,-2869.0,25.56,-0.41
vixprior>25_standdown,combined,2022-09-06,53.0,25.47,1.83
vixprior>25_standdown,combined,2022-09-07,-1240.0,26.91,0.66
vixprior>25_standdown,combined,2022-09-14,-786.0,27.27,-1.13
vixprior>25_standdown,combined,2022-09-15,546.0,26.16,-0.72
vixprior>25_standdown,combined,2022-09-16,414.0,26.27,0.69
vixprior>25_standdown,combined,2022-09-19,711.0,26.3,-1.13
vixprior>25_standdown,combined,2022-09-20,-382.0,25.76,-1.71
vixprior>25_standdown,combined,2022-09-21,-383.0,27.16,-0.84
vixprior>25_standdown,combined,2022-09-22,831.0,27.99,-1.72
vixprior>25_standdown,combined,2022-09-23,110.0,27.35,-1.03
vixprior>25_standdown,combined,2022-09-26,43.0,29.92,-0.21
vixprior>25_standdown,combined,2022-09-27,-1082.0,32.26,1.97
vixprior>25_standdown,combined,2022-09-28,323.0,32.6,-2.11
vixprior>25_standdown,combined,2022-09-29,-1618.0,30.18,-1.51
vixprior>25_standdown,combined,2022-09-30,-166.0,31.84,2.59
vixprior>25_standdown,combined,2022-10-03,-100.0,31.62,3.06
vixprior>25_standdown,combined,2022-10-04,-574.0,30.1,-0.2
vixprior>25_standdown,combined,2022-10-05,-157.0,29.07,-1.02
vixprior>25_standdown,combined,2022-10-06,452.0,28.55,-2.8
vixprior>25_standdown,combined,2022-10-07,-1698.0,30.52,-0.75
vixprior>25_standdown,combined,2022-10-10,852.0,31.36,-0.65
vixprior>25_standdown,combined,2022-10-11,427.0,32.45,-0.33
vixprior>25_standdown,combined,2022-10-12,-77.0,33.63,2.6
vixprior>25_standdown,combined,2022-10-13,-2971.0,33.57,-2.37
vixprior>25_standdown,combined,2022-10-14,-2615.0,31.94,2.65
vixprior>25_standdown,combined,2022-10-17,-1109.0,32.02,1.14
vixprior>25_standdown,combined,2022-10-18,1724.0,31.37,-0.67
vixprior>25_standdown,combined,2022-10-19,-71.0,30.5,-0.8
vixprior>25_standdown,combined,2022-10-20,-867.0,30.76,2.37
vixprior>25_standdown,combined,2022-10-21,-2063.0,29.98,1.19
vixprior>25_standdown,combined,2022-10-24,607.0,29.69,1.63
vixprior>25_standdown,combined,2022-10-25,1779.0,29.85,-0.74
vixprior>25_standdown,combined,2022-10-26,-581.0,28.46,-0.61
